MedianIncome,HouseAge,AvgRooms,AvgBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,lat,lon,name,admin1,admin2,cc,IncomeCategory,HouseAgeCategory,bedrooms_per_room,rooms_per_person
29821.0,36.0,5.0,1.1,680.0,2.6,35.4,-118.98,73100.0,35.41968,-119.01955,Oildale,California,Kern County,US,Low,21-40,0.22000000000000003,1.923076923076923
34205.0,36.0,5.0,1.0,1052.0,3.2,35.4,-118.98,76600.0,35.41968,-119.01955,Oildale,California,Kern County,US,Low,21-40,0.2,1.5625
38750.0,36.0,5.0,1.0,640.0,2.3,35.41,-118.98,94500.0,35.41968,-119.01955,Oildale,California,Kern County,US,Low,21-40,0.2,2.173913043478261
32325.0,28.0,5.0,1.0,2404.0,2.9,35.4,-118.96,89000.0,35.41968,-119.01955,Oildale,California,Kern County,US,Low,21-40,0.2,1.7241379310344829
29470.0,29.0,5.0,1.1,1542.0,2.3,35.41,-118.96,87100.0,35.41968,-119.01955,Oildale,California,Kern County,US,Low,21-40,0.22000000000000003,2.173913043478261
36875.0,23.0,5.0,1.0,2136.0,2.4,35.4,-118.95,101699.99999999999,35.41968,-119.01955,Oildale,California,Kern County,US,Low,21-40,0.2,2.0833333333333335
35524.0,27.0,5.0,0.9,1271.0,3.0,35.4,-118.96,89100.0,35.41968,-119.01955,Oildale,California,Kern County,US,Low,21-40,0.18,1.6666666666666667
31297.0,23.0,5.0,1.1,2842.0,2.7,35.39,-118.96,79000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.22000000000000003,1.8518518518518516
36734.0,34.0,5.0,1.0,888.0,2.5,35.38,-118.96,92900.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,2.0
35938.0,35.0,5.0,1.0,906.0,2.4,35.38,-118.95,95200.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,2.0833333333333335
30568.0,41.0,5.0,1.1,973.0,2.4,35.38,-118.96,85600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.22000000000000003,2.0833333333333335
37533.0,26.0,6.0,1.1,2365.0,3.2,35.38,-118.94,87000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.18333333333333335,1.875
37250.0,30.0,5.0,1.0,1419.0,3.0,35.38,-118.95,83100.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,1.6666666666666667
38307.0,33.0,5.0,1.1,1733.0,3.2,35.38,-118.92,70600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.22000000000000003,1.5625
38750.0,21.0,5.0,1.1,1889.0,2.7,35.41,-118.95,99500.0,35.41968,-119.01955,Oildale,California,Kern County,US,Low,21-40,0.22000000000000003,1.8518518518518516
42214.0,14.0,5.0,1.0,2815.0,3.0,35.4,-118.94,104600.0,35.41968,-119.01955,Oildale,California,Kern County,US,Low,0-20,0.2,1.6666666666666667
54592.0,27.0,6.0,1.0,1223.0,2.7,35.39,-118.94,139100.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Medium,21-40,0.16666666666666666,2.222222222222222
77751.0,13.0,7.0,1.1,1318.0,3.3,35.39,-118.94,194100.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Medium,0-20,0.15714285714285717,2.121212121212121
30938.0,6.0,4.0,1.0,2320.0,2.5,35.41,-118.9,100800.0,35.41968,-119.01955,Oildale,California,Kern County,US,Low,0-20,0.25,1.6
63639.0,10.0,6.0,1.1,1539.0,3.2,35.41,-118.94,143000.0,35.41968,-119.01955,Oildale,California,Kern County,US,Medium,0-20,0.18333333333333335,1.875
25690.0,10.0,4.0,1.0,1398.0,1.8,35.4,-118.91,112999.99999999999,35.41968,-119.01955,Oildale,California,Kern County,US,Low,0-20,0.25,2.2222222222222223
35441.0,14.0,5.0,1.1,1352.0,3.3,35.37,-118.87,87000.0,35.25968,-118.91427,Lamont,California,Kern County,US,Low,0-20,0.22000000000000003,1.5151515151515151
33462.0,32.0,5.0,1.0,2590.0,3.6,35.37,-118.91,67600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,1.3888888888888888
21111.0,20.0,5.0,1.0,762.0,3.0,35.34,-118.88,105300.0,35.25968,-118.91427,Lamont,California,Kern County,US,Low,0-20,0.2,1.6666666666666667
24919.0,17.0,5.0,1.1,1746.0,2.7,35.37,-118.92,75700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.22000000000000003,1.8518518518518516
26903.0,34.0,5.0,1.1,1558.0,3.7,35.37,-118.93,62800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.22000000000000003,1.3513513513513513
20643.0,33.0,4.0,1.1,2352.0,3.3,35.37,-118.94,57599.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.2121212121212122
18523.0,23.0,4.0,1.1,790.0,3.4,35.37,-118.94,59700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.1764705882352942
21588.0,34.0,4.0,1.0,1059.0,3.0,35.37,-118.95,61300.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.3333333333333333
28750.0,37.0,4.0,1.1,971.0,2.9,35.37,-118.94,57399.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.3793103448275863
16728.0,37.0,5.0,1.1,946.0,3.2,35.37,-118.95,55400.00000000001,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.22000000000000003,1.5625
17467.0,41.0,4.0,1.1,1066.0,3.4,35.37,-118.96,52400.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.275,1.1764705882352942
13650.0,40.0,4.0,1.1,1026.0,3.0,35.37,-118.96,54300.00000000001,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.3333333333333333
27740.0,38.0,4.0,1.0,1547.0,3.5,35.39,-118.97,59500.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.1428571428571428
16250.0,32.0,4.0,1.2,1483.0,5.0,35.38,-118.97,46800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.3,0.8
10648.0,39.0,4.0,1.1,1182.0,3.3,35.38,-118.98,50000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.2121212121212122
9951.0,42.0,3.0,1.2,1038.0,3.5,35.38,-118.97,48000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.39999999999999997,0.8571428571428571
18819.0,41.0,4.0,1.1,1781.0,3.3,35.37,-118.97,57999.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.275,1.2121212121212122
13750.0,35.0,4.0,1.0,1041.0,2.5,35.38,-118.97,57499.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.6
14024.0,26.0,4.0,1.2,1025.0,3.4,35.38,-118.99,51000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.3,1.1764705882352942
13451.0,30.0,4.0,1.2,1116.0,3.7,35.38,-118.99,57499.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.3,1.081081081081081
14146.0,22.0,4.0,1.1,1592.0,3.8,35.39,-118.98,49100.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.0526315789473684
14786.0,24.0,4.0,1.1,1460.0,3.6,35.38,-118.98,54800.00000000001,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.1111111111111112
16250.0,34.0,4.0,1.1,795.0,3.5,35.38,-118.98,50800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.1428571428571428
8639.0,28.0,4.0,1.1,1193.0,4.4,35.38,-118.98,49400.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,0.9090909090909091
16009.0,39.0,5.0,1.2,1516.0,3.5,35.39,-118.99,48800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.24,1.4285714285714286
18319.0,36.0,4.0,1.0,1054.0,3.1,35.39,-118.99,55400.00000000001,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.2903225806451613
25084.0,52.0,5.0,1.1,1325.0,2.5,35.39,-118.99,70100.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.22000000000000003,2.0
11875.0,29.0,4.0,1.2,476.0,3.3,35.39,-118.98,50700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.3,1.2121212121212122
12618.0,32.0,3.0,1.0,2375.0,3.5,35.39,-118.98,46900.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.3333333333333333,0.8571428571428571
22212.0,41.0,3.0,1.0,216.0,2.7,35.37,-119.0,55500.00000000001,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.3333333333333333,1.111111111111111
14773.0,36.0,4.0,1.1,814.0,4.7,35.37,-118.99,57399.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,0.851063829787234
17292.0,38.0,4.0,1.0,743.0,3.3,35.37,-118.99,58099.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.2121212121212122
11638.0,35.0,4.0,1.0,670.0,3.7,35.37,-118.98,57899.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.081081081081081
14125.0,52.0,4.0,1.2,380.0,3.9,35.37,-118.97,42500.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.3,1.0256410256410258
11944.0,44.0,5.0,1.3,274.0,3.2,35.38,-119.01,57499.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.26,1.5625
10750.0,52.0,4.0,1.0,158.0,6.1,35.38,-119.01,67500.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.25,0.6557377049180328
19125.0,35.0,2.0,0.9,477.0,11.6,35.37,-119.01,47500.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.45,0.1724137931034483
14779.0,44.0,4.0,1.1,364.0,3.0,35.37,-119.01,66000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.275,1.3333333333333333
8054.0,52.0,2.0,1.1,36.0,1.2,35.38,-119.02,60000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.55,1.6666666666666667
11875.0,48.0,5.0,1.5,129.0,2.0,35.38,-119.02,63800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.3,2.5
20455.0,52.0,3.0,1.1,106.0,2.2,35.39,-119.02,72500.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.3666666666666667,1.3636363636363635
17321.0,45.0,4.0,1.0,568.0,4.1,35.37,-119.01,84400.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.25,0.9756097560975611
30000.0,38.0,5.0,1.0,843.0,2.1,35.38,-119.03,91800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,2.380952380952381
27312.0,52.0,6.0,1.1,540.0,2.1,35.38,-119.03,147100.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.18333333333333335,2.857142857142857
16786.0,52.0,5.0,1.3,554.0,2.0,35.37,-119.03,126600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.26,2.5
28750.0,44.0,5.0,1.0,667.0,2.2,35.37,-119.04,82700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.2,2.2727272727272725
29821.0,28.0,5.0,1.0,1593.0,2.1,35.39,-119.03,118700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,2.380952380952381
18362.0,36.0,4.0,1.0,1051.0,2.6,35.36,-119.04,66900.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.5384615384615383
36548.0,30.0,6.0,1.1,2307.0,3.1,35.36,-119.05,84700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.18333333333333335,1.9354838709677418
33261.0,16.0,4.0,1.1,2261.0,2.4,35.36,-119.05,118400.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.275,1.6666666666666667
46705.0,19.0,6.0,1.1,2155.0,2.6,35.36,-119.07,110700.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Low,0-20,0.18333333333333335,2.3076923076923075
45792.0,12.0,5.0,1.0,2966.0,2.7,35.36,-119.08,123400.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Low,0-20,0.2,1.8518518518518516
43482.0,9.0,5.0,1.1,409.0,1.9,35.36,-119.06,95200.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.22000000000000003,2.6315789473684212
26513.0,42.0,5.0,1.1,1035.0,2.3,35.37,-119.03,72300.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.22000000000000003,2.173913043478261
39097.0,41.0,5.0,0.9,977.0,2.5,35.36,-119.03,81300.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.18,2.0
30435.0,40.0,5.0,1.0,771.0,2.5,35.36,-119.04,69500.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,2.0
21818.0,46.0,5.0,1.1,714.0,2.4,35.37,-119.04,75300.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.22000000000000003,2.0833333333333335
17213.0,44.0,4.0,1.1,1521.0,2.8,35.37,-119.02,61600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.275,1.4285714285714286
22827.0,48.0,5.0,1.1,947.0,2.6,35.36,-119.02,70000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.22000000000000003,1.923076923076923
25063.0,47.0,5.0,1.1,847.0,2.7,35.36,-119.02,73700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.22000000000000003,1.8518518518518516
19671.0,41.0,4.0,1.0,1342.0,2.3,35.36,-119.03,76800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.25,1.7391304347826089
18801.0,38.0,4.0,1.0,1191.0,3.3,35.37,-119.01,57799.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.2121212121212122
16797.0,38.0,4.0,1.0,1203.0,3.2,35.36,-119.01,60700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.25
12157.0,36.0,5.0,1.2,1490.0,2.8,35.36,-119.01,56999.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.24,1.7857142857142858
10560.0,24.0,4.0,1.1,1277.0,2.9,35.36,-119.01,51600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.3793103448275863
12469.0,33.0,4.0,1.1,579.0,3.4,35.37,-119.01,46700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.1764705882352942
9407.0,40.0,4.0,1.2,764.0,4.1,35.36,-119.0,43600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.3,0.9756097560975611
12500.0,39.0,4.0,1.1,805.0,4.1,35.36,-119.0,42500.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,0.9756097560975611
14015.0,35.0,4.0,1.0,992.0,3.5,35.35,-119.0,48700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.1428571428571428
17375.0,35.0,4.0,1.2,1258.0,5.3,35.36,-119.0,48600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.3,0.7547169811320755
9675.0,36.0,4.0,1.2,1223.0,3.7,35.37,-118.98,47100.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.3,1.081081081081081
16981.0,29.0,5.0,1.2,933.0,4.1,35.36,-118.98,49400.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.24,1.2195121951219514
12617.0,15.0,5.0,1.2,1059.0,3.8,35.36,-118.98,42700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.24,1.3157894736842106
11136.0,18.0,4.0,1.0,1210.0,3.5,35.36,-118.99,47800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.25,1.1428571428571428
12232.0,31.0,4.0,1.1,1168.0,3.4,35.36,-118.99,49300.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.1764705882352942
31281.0,19.0,5.0,1.0,1823.0,3.6,35.36,-118.94,76200.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.2,1.3888888888888888
21078.0,30.0,4.0,1.1,1753.0,3.6,35.36,-118.95,54700.00000000001,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.1111111111111112
19612.0,32.0,4.0,1.1,874.0,3.7,35.37,-118.96,53400.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.081081081081081
24848.0,35.0,4.0,1.0,1738.0,3.6,35.36,-118.96,54000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.1111111111111112
17197.0,34.0,4.0,1.1,1156.0,3.7,35.37,-118.97,48900.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.081081081081081
15743.0,31.0,4.0,1.0,1219.0,3.9,35.36,-118.97,46700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.0256410256410258
32738.0,29.0,6.0,1.1,2007.0,3.7,35.32,-118.95,78700.0,35.25968,-118.91427,Lamont,California,Kern County,US,Low,21-40,0.18333333333333335,1.6216216216216215
17614.0,21.0,4.0,1.1,511.0,4.1,35.35,-118.98,33200.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,0.9756097560975611
16632.0,27.0,4.0,1.1,1380.0,4.2,35.35,-118.99,49800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,0.9523809523809523
16786.0,36.0,4.0,0.9,1311.0,3.4,35.33,-118.99,52900.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.225,1.1764705882352942
9288.0,26.0,4.0,1.0,567.0,2.8,35.32,-118.99,36600.0,35.26885,-119.00288,Greenfield,California,Kern County,US,Low,21-40,0.25,1.4285714285714286
22155.0,31.0,4.0,1.2,1969.0,3.3,35.35,-119.0,62100.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.3,1.2121212121212122
11787.0,32.0,4.0,1.1,1109.0,3.9,35.35,-118.99,45600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.0256410256410258
21875.0,34.0,4.0,1.1,922.0,3.0,35.35,-119.01,57999.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.3333333333333333
30208.0,44.0,6.0,1.2,782.0,2.8,35.34,-119.01,63700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.19999999999999998,2.142857142857143
19830.0,42.0,4.0,0.9,776.0,2.9,35.35,-119.02,63300.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.225,1.3793103448275863
19125.0,39.0,4.0,1.1,366.0,2.8,35.35,-119.01,57899.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.4285714285714286
22407.0,38.0,5.0,1.1,670.0,2.4,35.35,-119.02,76000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.22000000000000003,2.0833333333333335
23125.0,38.0,4.0,1.0,692.0,2.3,35.34,-119.02,65800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.7391304347826089
27256.0,36.0,5.0,1.0,1679.0,2.7,35.34,-119.03,71900.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,1.8518518518518516
26875.0,34.0,5.0,1.1,695.0,2.5,35.35,-119.03,73700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.22000000000000003,2.0
25644.0,31.0,5.0,1.1,817.0,2.7,35.35,-119.04,73000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.22000000000000003,1.8518518518518516
31753.0,27.0,5.0,1.0,2212.0,2.5,35.35,-119.04,85000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,2.0
25750.0,20.0,4.0,1.1,4584.0,2.3,35.35,-119.06,69900.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.275,1.7391304347826089
26637.0,14.0,3.0,1.1,1933.0,2.1,35.34,-119.05,175000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.3666666666666667,1.4285714285714286
29438.0,18.0,4.0,1.1,7009.0,2.7,35.33,-119.05,87200.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.275,1.4814814814814814
40529.0,17.0,5.0,1.0,1204.0,2.8,35.34,-119.05,106200.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.2,1.7857142857142858
24123.0,24.0,4.0,1.0,1294.0,1.5,35.35,-119.07,86200.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Low,21-40,0.25,2.6666666666666665
48839.0,16.0,5.0,1.1,1667.0,2.3,35.34,-119.07,134100.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Low,0-20,0.22000000000000003,2.173913043478261
51036.0,4.0,5.0,1.0,4250.0,2.9,35.33,-119.12,103400.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Medium,0-20,0.2,1.7241379310344829
40327.0,5.0,5.0,1.2,1916.0,2.2,35.35,-119.1,131000.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Low,0-20,0.24,2.2727272727272725
105941.0,18.0,7.0,0.9,1580.0,2.9,35.34,-119.08,245800.00000000003,35.38329,-119.10983,Greenacres,California,Kern County,US,High,0-20,0.1285714285714286,2.413793103448276
71837.0,20.0,6.0,1.0,331.0,2.5,35.35,-119.08,176300.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Medium,0-20,0.16666666666666666,2.4
85325.0,14.0,7.0,1.0,842.0,3.2,35.35,-119.09,224100.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Medium,0-20,0.14285714285714285,2.1875
54449.0,16.0,6.0,1.0,768.0,3.3,35.34,-119.08,118500.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Medium,0-20,0.16666666666666666,1.8181818181818183
41528.0,15.0,6.0,1.0,768.0,3.2,35.34,-119.08,130100.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Low,0-20,0.16666666666666666,1.875
67590.0,4.0,7.0,1.0,3121.0,3.5,35.33,-119.1,170300.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Medium,0-20,0.14285714285714285,2.0
50012.0,8.0,5.0,1.0,5696.0,2.7,35.32,-119.08,106300.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Medium,0-20,0.2,1.8518518518518516
49970.0,9.0,6.0,1.1,3084.0,2.9,35.33,-119.09,142900.0,35.38329,-119.10983,Greenacres,California,Kern County,US,Low,0-20,0.18333333333333335,2.0689655172413794
35690.0,15.0,5.0,1.0,2355.0,3.1,35.32,-119.06,70700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.2,1.6129032258064515
34060.0,13.0,5.0,1.1,4870.0,2.7,35.33,-119.07,100699.99999999999,35.38329,-119.10983,Greenacres,California,Kern County,US,Low,0-20,0.22000000000000003,1.8518518518518516
38117.0,14.0,5.0,1.0,3278.0,3.1,35.33,-119.06,82800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.2,1.6129032258064515
34286.0,34.0,5.0,1.0,1375.0,2.8,35.34,-119.02,71400.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,1.7857142857142858
21553.0,26.0,4.0,1.0,2072.0,2.5,35.33,-119.02,84700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.6
27083.0,21.0,4.0,1.0,1627.0,2.4,35.33,-119.03,84700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.25,1.6666666666666667
30486.0,34.0,5.0,1.1,1131.0,2.8,35.34,-119.03,68500.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.22000000000000003,1.7857142857142858
15625.0,36.0,5.0,1.2,613.0,3.3,35.34,-119.01,46700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.24,1.5151515151515151
15429.0,42.0,5.0,1.2,677.0,3.2,35.33,-119.01,39400.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,41-60,0.24,1.5625
19417.0,35.0,4.0,1.1,620.0,3.0,35.33,-119.0,53800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.3333333333333333
24234.0,32.0,5.0,1.0,1897.0,3.1,35.33,-119.01,63700.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.2,1.6129032258064515
27500.0,35.0,5.0,1.1,1193.0,3.1,35.33,-119.02,65800.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.22000000000000003,1.6129032258064515
15357.0,35.0,4.0,1.1,1145.0,3.3,35.34,-119.02,56499.99999999999,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,21-40,0.275,1.2121212121212122
16575.0,35.0,5.0,1.4,870.0,3.1,35.32,-118.99,59500.0,35.26885,-119.00288,Greenfield,California,Kern County,US,Low,21-40,0.27999999999999997,1.6129032258064515
29402.0,33.0,5.0,1.1,1461.0,3.6,35.3,-118.99,56200.00000000001,35.26885,-119.00288,Greenfield,California,Kern County,US,Low,21-40,0.22000000000000003,1.3888888888888888
16522.0,37.0,4.0,1.0,767.0,2.8,35.31,-119.0,53300.0,35.26885,-119.00288,Greenfield,California,Kern County,US,Low,21-40,0.25,1.4285714285714286
36852.0,3.0,5.0,1.0,1353.0,2.7,35.3,-119.09,109800.00000000001,35.38329,-119.10983,Greenacres,California,Kern County,US,Low,0-20,0.2,1.8518518518518516
12000.0,20.0,4.0,1.4,34.0,4.2,35.32,-119.04,50000.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.35,0.9523809523809523
34827.0,11.0,5.0,1.0,3525.0,2.5,35.32,-119.05,93600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.2,2.0
41958.0,11.0,5.0,1.0,1267.0,3.3,35.31,-119.04,92700.0,35.26885,-119.00288,Greenfield,California,Kern County,US,Low,0-20,0.2,1.5151515151515151
25575.0,12.0,5.0,1.0,1294.0,2.5,35.32,-119.03,100200.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.2,2.0
33529.0,14.0,5.0,1.0,1821.0,3.2,35.32,-119.02,82600.0,35.37329,-119.01871,Bakersfield,California,Kern County,US,Low,0-20,0.2,1.5625
40632.0,9.0,5.0,1.0,6241.0,3.3,35.3,-119.05,88200.0,35.26885,-119.00288,Greenfield,California,Kern County,US,Low,0-20,0.2,1.5151515151515151
41484.0,10.0,4.0,0.8,447.0,2.6,35.3,-119.03,102899.99999999999,35.26885,-119.00288,Greenfield,California,Kern County,US,Low,0-20,0.2,1.5384615384615383
